entity,doc_freq,types,primary_type,idf,tfidf_proxy
Japan Korea Marker,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Jodi,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Joint Oil Data Initiative,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Lbg,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Liquefied Biomethane,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Lcv,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Light Commercial Vehicles,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Legwp,1,['Policy'],Policy,7.404279118037268,7.404279118037268
"Ministry Of Economy, Trade And Industry (Japan)",1,['Policy'],Policy,7.404279118037268,7.404279118037268
Ministry Of Mines And Energy (Brazil),1,['Policy'],Policy,7.404279118037268,7.404279118037268
National Balancing Point (United Kingdom),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
National Development And Reform Commission (The People’S Republic Of China),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Nigeria Liquefied Natural Gas,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Organisation For Economic Co-Operation And Development,1,['Policy'],Policy,7.404279118037268,7.404279118037268
National Electric System Operator (Brazil),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Energy Regulatory Commission (Peru),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Petroleum Planning And Analysis Cell (India),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Production Tax Credit,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Strategic Buffer Lng,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Steam Methane Reforming,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Sales And Purchase Agreement,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Short-Run Marginal Cost,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Trans Adriatic Pipeline,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Tri-Fuel Diesel Electric,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Task Force On Gas And Clean Fuels Market Monitoring And Supply And Security,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Title Transfer Facility (The Netherlands),1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Underground Storage,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
United States Dollar,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Billion Cubic Feet,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Billion Cubic Feet Per Day,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Billion Cubic Metres,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Billion Cubic Metre Equivalent,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Billion Cubic Metres Per Year,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gigajoule,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Kilowatt Hour,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Million British Thermal Units,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cubic Metres Per Hour,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cubic Metres Per Year Per Hour,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cubic Metres Per Year,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Normal Cubic Metre,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Terawatt Hour,1,['Metric'],Metric,7.404279118037268,7.404279118037268
"Gas, Coal And Power Markets Division",1,['Sector'],Sector,7.404279118037268,7.404279118037268
Akos Lósz,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Carina Gwennap,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Philippe Rose,1,['Sector'],Sector,7.404279118037268,7.404279118037268
World Energy Outlook Teams,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Jose Miguel Bermudez Menendez,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Herib Blanco,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Carlos Fernandez Alvarez,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Yutaka Shirakawa,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Gcp,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Iea Notice For Cc-Licenced Content,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Global Oil Markets,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Opec+ Decision,1,['Policy'],Policy,7.404279118037268,7.404279118037268
International Oil Prices,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Energy Policies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Oil Producers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Oil Consumers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Iea’S Monthly Oil Market Report (Omr),1,['Policy'],Policy,7.404279118037268,7.404279118037268
Oil Demand Fundamentals,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Upstream Projects,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Downstream Projects,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Spare Oil Production Capacity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Product Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Petrochemical-Driven Demand Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oil Industry And Markets Division,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Toril Bosoni,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Alexander Bressers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Julien Canu,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Yueyang Liu,1,['Sector'],Sector,7.404279118037268,7.404279118037268
David Martin,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Jacob Messing,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Rebecca Schulz,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Yoshito Tanaka,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Jenny Thomson,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Ramiz Farishta,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Deven Mooneesawmy,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Ana Alcalde Bascones,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Stephanie Bouchaert,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Leonardo Collina,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Laurence Cret,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Jérôme Hilaire,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Christophe Mcglade,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Leonardo Paoli,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Courtney Turich,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Talya Vatman,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Communications And Digital Office,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Lee Bailey,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Curtis Brainard,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Executive Summary,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Turbulent Times In Oil Markets,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Page 5,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fundamentals,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Road Fuel Demand,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Petrochemical Demand,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Investment And Exploration,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Opec+ Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Opec+ Supply,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Regional Developments,1,['Region'],Region,7.404279118037268,7.404279118037268
Ethane Markets,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Lpg Markets,1,['Sector'],Sector,7.404279118037268,7.404279118037268
C5+ Markets,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Tables,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Economic And Technological Shifts,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Hybrid-Driven Vehicle Fuel Efficiency Gains,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Japanese Gasoline Use,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Southeast Asian Oil Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Saudi Plans,1,['Policy'],Policy,7.404279118037268,7.404279118037268
West Coast Refineries,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Regulatory Impacts,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Oil Market,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Geopolitical Risks,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Policy Shifts,1,['Policy'],Policy,7.404279118037268,7.404279118037268
World Gdp Growth 2025,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Middle East Region,1,['Region'],Region,7.404279118037268,7.404279118037268
Opec+ Producer Group,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Trade Tariffs,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Oil Executives,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Us Oil Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oil Supply Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2015-2019,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Us Oil Production,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Liquified Natural Gas Trucks,1,['Technology'],Technology,7.404279118037268,7.404279118037268
High-Speed Rail Network,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Oil Companies,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Non-Opec+ Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Trade Tensions,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Fiscal Imbalances,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Iea’S Global Electric Vehicle Outlook 2025,1,['Policy'],Policy,7.404279118037268,7.404279118037268
5.4 Mb/D Oil Demand Displacement,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Petrochemical Industry,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Polymers And Synthetic Fibres Production,1,['Sector'],Sector,7.404279118037268,7.404279118037268
18.4 Mb/D Oil Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Combustible Fossil Fuels,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
1 Mb/D Oil Demand Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Southeast Asian Economies,1,['Region'],Region,7.404279118037268,7.404279118037268
Upstream Oil Investment,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Light Tight Oil In The United States,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Conventional Oil Projects,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Light Tight Oil,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Conventional Projects,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Production Costs,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Essential Materials,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Investment,1,['Metric'],Metric,7.404279118037268,7.404279118037268
World Oil Production Capacity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Opec+ Projects,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Global Ngl Production,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Natural Gas Developments In Middle East,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Us Independent Producers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Us Ngl Output,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Biofuel Supply,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Total Non-Opec+ Oil Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Refined Products Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Closures,1,['Metric'],Metric,7.404279118037268,7.404279118037268
High-Cost Plants In Europe,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Oil Demand In Asia,1,['Metric'],Metric,7.404279118037268,7.404279118037268
European Refining Activity,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Us Refining Activity,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Oil Supply In The Americas,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Atlantic Basin Crude Surplus,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Basin Crude Surplus,1,['Metric'],Metric,7.404279118037268,7.404279118037268
East Of Suez Refinery Activity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Product Supply,1,['Metric'],Metric,7.404279118037268,7.404279118037268
105.5 Mb/D,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2025-2026,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
720 Kb/D,1,['Metric'],Metric,7.404279118037268,7.404279118037268
84 Mb/D,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Co2 Emissions From Oil Use,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Non-Oecd Oil Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Natural Gas Liquids (Ngls) Supply,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Subpar Economic Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2017-2030,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Asian Countries,1,['Region'],Region,7.404279118037268,7.404279118037268
Vehicle Fleet Transition,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Industrial Fuels,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Global Oil Use,1,['Metric'],Metric,7.404279118037268,7.404279118037268
S&C America,1,['Region'],Region,7.404279118037268,7.404279118037268
Growth Rate,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Oecd Share,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2009,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Oil Use In Power Generation,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Regulatory And Policy Environment,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Ev Subsidies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Tariff Measures,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Global Oil Consumption,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Other Asia Middle East,1,['Region'],Region,7.404279118037268,7.404279118037268
2011-2030,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Liquid Fuels,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Electric Car Sales,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Post-Covid Behavioural Shifts,1,['Policy'],Policy,7.404279118037268,7.404279118037268
2011-2023,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Pre-Pandemic Trend,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Transport Fuel,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Western Cities,1,['Region'],Region,7.404279118037268,7.404279118037268
Marine Shipping,1,['Sector'],Sector,7.404279118037268,7.404279118037268
United Nations International Maritime Organization,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Jet/Kero,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Polymers,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Synthetic Fibres,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Ngls Supply,1,['Energysource'],Energysource,7.404279118037268,7.404279118037268
Global Gdp,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Protectionism,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Trade Policies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Protectionist Trade Policies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Trade And Investment Flows,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Cross-Border Trade And Investments To Gdp Ratio,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Free Trade,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Mercantilist Policies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
"Baker, Bloom And Davis Global Economic Policy Uncertainty Index",1,['Metric'],Metric,7.404279118037268,7.404279118037268
Central Bank Interest Rate Hikes 2022-23,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Post-Pandemic Demand And Supply Shocks,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Inflation In Developed Economies Mid-2022,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Major Central Banks Accommodative Monetary Stance,1,['Policy'],Policy,7.404279118037268,7.404279118037268
United States Monetary Easing Halt,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Oil 2025 Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Inflation,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Five-Year Horizon,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Structural Factors,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Stagflationary Cocktail,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Low-Interest Rate Environment,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Developed Countries,1,['Region'],Region,7.404279118037268,7.404279118037268
Labour Productivity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fiscal Balances,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Public Debt,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Defence Spending,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Healthcare Spending,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Social Welfare Spending,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Budget Deficits,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fiscal Policies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Government Revenues,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Debt Refinancing,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Interest Rate Payments,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Global Public Debt,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Geopolitical Tensions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Trade Patterns,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Conflicts In Europe,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Conflicts In The Middle East,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Unfair Trade Practices,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Domestic Economic Imbalances,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Territorial Claims,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Neighbouring Countries Of China,1,['Region'],Region,7.404279118037268,7.404279118037268
Trade Tensions With The United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Intellectual Property,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Real Gdp Growth Assumptions,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Real Gdp Growth 2023,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Real Gdp Growth 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Real Gdp Growth 2025,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Real Gdp Growth 2026-30,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Real Gdp Growth Vs 2010S,1,['Metric'],Metric,7.404279118037268,7.404279118037268
1.2%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
1.9%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
-0.2%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
4.7%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
4.6%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
4.4%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
4.0%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
3.9%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
-0.7%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
3.4%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
3.3%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
3.2%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2.8%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
3.0%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
-0.3%,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gdp Growth United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Post-Covid Recovery,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Demographic Profile United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Labour Market United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Consumer-Led Economy United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Supply-Side Dynamism United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Technological Innovation United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fiscal Spending United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
National Debt United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Trade Policy Uncertainty United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Budget Deficit United States 2024,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Federal Debt United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Inflation United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Monetary Policy United States,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Gdp Growth Euro Zone,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Euro Zone,1,['Region'],Region,7.404279118037268,7.404279118037268
Fiscal Spending Germany,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Inflation Euro Zone,1,['Metric'],Metric,7.404279118037268,7.404279118037268
European Central Bank Monetary Policy,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Accommodative Monetary Policy,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Real Incomes,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Pace Of Expansion,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2010S Average,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Japanification,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Demographics,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Working-Age Population,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Southern European Economies,1,['Region'],Region,7.404279118037268,7.404279118037268
Tourism,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Pre-Covid Levels,1,['Metric'],Metric,7.404279118037268,7.404279118037268
External Demand,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Protectionist Policies,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Competitiveness,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Labour Force,1,['Metric'],Metric,7.404279118037268,7.404279118037268
China'S Growth,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Property Slump,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Deflationary Spiral,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Export-Led Industrial Model,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Automobiles,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Fiscal Stimulus,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Monetary Stimulus,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Young Population,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Extractive Sector,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Logistic Networks,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Fixed Capital Formation,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Middle Class Disposable Incomes,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Leisure Travel Opportunities,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel-Intensive Sectors,1,['Sector'],Sector,7.404279118037268,7.404279118037268
Personal Travel Distance Per Person,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Average Incomes In United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Population Density In United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
City Sprawl In United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Public Transport Networks In United States,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Oil Production In United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Prices In United States,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Taxes In Other Countries,1,['Policy'],Policy,7.404279118037268,7.404279118037268
Us Vehicle Miles Travelled,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gasoline Demand Per Capita,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Jet/Kerosene Demand Per Capita,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gasoil Demand Per Capita,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Post-Gfc Period,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Post-Covid Period,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
2007-08 Fuel Prices,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2011-14 Fuel Prices,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Post-Covid Rebound,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Average Driving Rates,1,['Metric'],Metric,7.404279118037268,7.404279118037268
2024 Vmt/Capita,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Pre-Gfc Levels,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Prices 2007-08,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Prices 2011-14,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Teleworking Prevalence,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Distances Driven,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Economy Improvement,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Ev Substitution,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Other Countries (1990-2022),1,['Region'],Region,7.404279118037268,7.404279118037268
Oecd Average,1,['Region'],Region,7.404279118037268,7.404279118037268
Russia (1994-2030),1,['Region'],Region,7.404279118037268,7.404279118037268
World Average,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Use Per Person,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gdp Per Head,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Car Fleet Efficiency Gains,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Fuel Demand Per Head,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Economic Output Per Capita,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Real Gdp Per Capita (Ppp),1,['Metric'],Metric,7.404279118037268,7.404279118037268
1996,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
This Century,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
Gdp Gains,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Gdp Elasticity,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Transport Substitution,1,['Technology'],Technology,7.404279118037268,7.404279118037268
Us Distance Driven,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Population,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Us Gdp Per Capita,1,['Metric'],Metric,7.404279118037268,7.404279118037268
Time Period 1990-2024,1,['Timeframe'],Timeframe,7.404279118037268,7.404279118037268
High-Speed And Urban Rail Networks,1,['Infrastructure'],Infrastructure,7.404279118037268,7.404279118037268
Natural Gas Trucks,1,['Technology'],Technology,7.404279118037268,7.404279118037268
